Transaction Amount,Carbon Volume,Price per Ton,Origin Country,Cross-Border Flag,Buyer Industry,Sudden Transaction Spike,Transaction Hour,Entity Type,Label,company id,nama perusahaan,Nama Perusahaan,Sektor Perusahaan,Alamat,Kontak,NPWP,Situs Web
52056.22,3010.09,17.29,Indonesia,False,Forestry,False,17,PT,Normal,IDN-PT-FORESTRY-045,PT Forestry Indonesia 045,PT Samudra Logistik 635,Transportasi,"Jl. Pahlawan No. 545, Denpasar, Bali",0812-635-1535,95.245.805.4-975.585,https://www.samudra-logistik-635.co.id
18505.14,1221.7,15.15,Singapore,False,Technology,False,15,Ltd.,Normal,SGP-LTD-TECHNOLOGY-101,Ltd. Technology Singapore 101,PT Garuda Teknologi 636,Telekomunikasi,"Jl. Asia Afrika No. 546, Makassar, Sulawesi Selatan",0812-636-1536,96.252.808.5-980.596,https://www.garuda-teknologi-636.co.id
54311.84,4016.24,13.52,Indonesia,False,Agriculture,False,14,PT,Normal,IDN-PT-AGRICULTURE-042,PT Agriculture Indonesia 042,PT Sejahtera Agro 637,Agrikultur,"Jl. Kebon Jeruk No. 547, Medan, Sumatera Utara",0812-637-1537,97.259.811.6-985.607,https://www.sejahtera-agro-637.co.id
35261.03,2204.27,16.0,Indonesia,False,Holding Company,True,8,Individual,Suspicious,IDN-INDIVIDUAL-HOLDING_COMPANY-034,Individual Holding Company Indonesia 034,PT Cahaya Mineral 638,Pertambangan,"Jl. Cendana No. 548, Balikpapan, Kalimantan Timur",0812-638-1538,98.266.814.7-990.618,https://www.cahaya-mineral-638.co.id
156926.55,,12.23,Indonesia,False,,False,12,,Normal,IDN-UNKNOWN-UNKNOWN-056,Unknown Unknown Indonesia 056,PT Mekar Elektrik 639,Jasa,"Jl. Melati No. 549, Batam, Kepulauan Riau",0812-639-1539,99.273.817.8-995.629,https://www.mekar-elektrik-639.co.id
51899.68,2976.09,17.44,Indonesia,False,Agriculture,False,11,PT,Normal,IDN-PT-AGRICULTURE-042,PT Agriculture Indonesia 042,PT Nusantara Energi 640,Energi,"Jl. Merdeka No. 550, Jakarta Pusat, DKI Jakarta",0812-640-1540,10.280.820.0-100.640,https://www.nusantara-energi-640.co.id
15037.17,964.45,15.59,Indonesia,False,Energy,False,17,PT,Normal,IDN-PT-ENERGY-044,PT Energy Indonesia 044,PT Satria Digital 641,Manufaktur,"Jl. Sudirman No. 551, Bandung, Jawa Barat",0812-641-1541,11.287.823.1-105.651,https://www.satria-digital-641.co.id
16932.64,1235.61,13.7,Singapore,False,Technology,False,9,CV,Normal,SGP-CV-TECHNOLOGY-090,CV Technology Singapore 090,PT Bumi Manufaktur 642,Teknologi,"Jl. Thamrin No. 552, Surabaya, Jawa Timur",0812-642-1542,12.294.826.2-110.662,https://www.bumi-manufaktur-642.co.id
7564.91,722.94,10.46,Indonesia,True,Manufacturing,False,16,PT,Normal,IDN-PT-MANUFACTURING-047,PT Manufacturing Indonesia 047,PT Arunika Kesehatan 643,Kesehatan,"Jl. Gatot Subroto No. 553, Yogyakarta, DI Yogyakarta",0812-643-1543,13.301.829.3-115.673,https://www.arunika-kesehatan-643.co.id
14418.67,984.77,14.64,Malaysia,False,Energy,False,11,PT,Normal,MYS-PT-ENERGY-068,PT Energy Malaysia 068,PT Mandiri Keuangan 644,Keuangan,"Jl. Diponegoro No. 554, Semarang, Jawa Tengah",0812-644-1544,14.308.832.4-120.684,https://www.mandiri-keuangan-644.co.id
1307715.38,10785806.46,0.12,Cayman Islands,True,Real Estate,True,1,Foundation,Red-Flag,CAY-FOUNDATION-REAL_ESTATE-003,Foundation Real Estate Cayman Islands 003,PT Samudra Logistik 645,Transportasi,"Jl. Pahlawan No. 555, Denpasar, Bali",0812-645-1545,15.315.835.5-125.695,https://www.samudra-logistik-645.co.id
14681.29,804.98,18.24,Indonesia,False,Energy,False,17,PT,Normal,IDN-PT-ENERGY-044,PT Energy Indonesia 044,PT Garuda Teknologi 646,Telekomunikasi,"Jl. Asia Afrika No. 556, Makassar, Sulawesi Selatan",0812-646-1546,16.322.838.6-130.706,https://www.garuda-teknologi-646.co.id
193412.95,15866.81,12.19,Singapore,True,Consulting,False,19,Individual,Suspicious,SGP-INDIVIDUAL-CONSULTING-095,Individual Consulting Singapore 095,PT Sejahtera Agro 647,Agrikultur,"Jl. Kebon Jeruk No. 557, Medan, Sumatera Utara",0812-647-1547,17.329.841.7-135.717,https://www.sejahtera-agro-647.co.id
19459.92,1372.0,14.18,USA,False,Agriculture,False,11,PT,Normal,USA-PT-AGRICULTURE-162,PT Agriculture USA 162,PT Cahaya Mineral 648,Pertambangan,"Jl. Cendana No. 558, Balikpapan, Kalimantan Timur",0812-648-1548,18.336.844.8-140.728,https://www.cahaya-mineral-648.co.id
19734.27,1449.9,13.61,Indonesia,False,Energy,False,10,PT,Normal,IDN-PT-ENERGY-044,PT Energy Indonesia 044,PT Mekar Elektrik 649,Jasa,"Jl. Melati No. 559, Batam, Kepulauan Riau",0812-649-1549,19.343.847.0-145.739,https://www.mekar-elektrik-649.co.id
296682.76,17013.38,17.44,Indonesia,False,Manufacturing,False,16,Ltd.,Normal,IDN-LTD-MANUFACTURING-040,Ltd. Manufacturing Indonesia 040,PT Nusantara Energi 650,Energi,"Jl. Merdeka No. 560, Jakarta Pusat, DKI Jakarta",0812-650-1550,20.350.850.1-150.750,https://www.nusantara-energi-650.co.id
27833.47,1550.61,17.95,Indonesia,False,Energy,False,13,CV,Normal,IDN-CV-ENERGY-025,CV Energy Indonesia 025,PT Satria Digital 651,Manufaktur,"Jl. Sudirman No. 561, Bandung, Jawa Barat",0812-651-1551,21.357.853.2-155.761,https://www.satria-digital-651.co.id
44085.24,2646.13,16.66,USA,False,Technology,False,11,PT,Normal,USA-PT-TECHNOLOGY-166,PT Technology USA 166,PT Bumi Manufaktur 652,Teknologi,"Jl. Thamrin No. 562, Surabaya, Jawa Timur",0812-652-1552,22.364.856.3-160.772,https://www.bumi-manufaktur-652.co.id
24647.35,1332.6,18.5,Indonesia,False,Energy,False,16,PT,Normal,IDN-PT-ENERGY-044,PT Energy Indonesia 044,PT Arunika Kesehatan 653,Kesehatan,"Jl. Gatot Subroto No. 563, Yogyakarta, DI Yogyakarta",0812-653-1553,23.371.859.4-165.783,https://www.arunika-kesehatan-653.co.id
357231.52,38511.1,9.28,UAE,True,Real Estate,True,8,Foundation,Suspicious,UAE-FOUNDATION-REAL_ESTATE-128,Foundation Real Estate UAE 128,PT Mandiri Keuangan 654,Keuangan,"Jl. Diponegoro No. 564, Semarang, Jawa Tengah",0812-654-1554,24.378.862.5-170.794,https://www.mandiri-keuangan-654.co.id
7278772.31,16666395.61,0.44,Panama,True,Luxury Goods,True,0,LLC,Red-Flag,PAN-LLC-LUXURY_GOODS-083,LLC Luxury Goods Panama 083,PT Samudra Logistik 655,Transportasi,"Jl. Pahlawan No. 565, Denpasar, Bali",0812-655-1555,25.385.865.6-175.805,https://www.samudra-logistik-655.co.id
207476.39,11893.89,17.44,Indonesia,False,Technology,False,13,PT,Normal,IDN-PT-TECHNOLOGY-049,PT Technology Indonesia 049,PT Garuda Teknologi 656,Telekomunikasi,"Jl. Asia Afrika No. 566, Makassar, Sulawesi Selatan",0812-656-1556,26.392.868.7-180.816,https://www.garuda-teknologi-656.co.id
12359.17,957.5,12.91,Indonesia,True,Technology,False,12,PT,Normal,IDN-PT-TECHNOLOGY-049,PT Technology Indonesia 049,PT Sejahtera Agro 657,Agrikultur,"Jl. Kebon Jeruk No. 567, Medan, Sumatera Utara",0812-657-1557,27.399.871.8-185.827,https://www.sejahtera-agro-657.co.id
14028.72,948.42,14.79,USA,False,Manufacturing,False,16,PT,Normal,USA-PT-MANUFACTURING-165,PT Manufacturing USA 165,PT Cahaya Mineral 658,Pertambangan,"Jl. Cendana No. 568, Balikpapan, Kalimantan Timur",0812-658-1558,28.406.874.0-190.838,https://www.cahaya-mineral-658.co.id
6329.92,469.48,13.48,Malaysia,False,Forestry,False,10,Ltd.,Normal,MYS-LTD-FORESTRY-064,Ltd. Forestry Malaysia 064,PT Mekar Elektrik 659,Jasa,"Jl. Melati No. 569, Batam, Kepulauan Riau",0812-659-1559,29.413.877.1-195.849,https://www.mekar-elektrik-659.co.id
140097.4,10895.93,12.86,Indonesia,False,Agriculture,False,9,PT,Normal,IDN-PT-AGRICULTURE-042,PT Agriculture Indonesia 042,PT Nusantara Energi 660,Energi,"Jl. Merdeka No. 570, Jakarta Pusat, DKI Jakarta",0812-660-1560,30.420.880.2-200.860,https://www.nusantara-energi-660.co.id
495528.67,2161456.51,0.23,UAE,True,Holding Company,True,0,Individual,Red-Flag,UAE-INDIVIDUAL-HOLDING_COMPANY-131,Individual Holding Company UAE 131,PT Satria Digital 661,Manufaktur,"Jl. Sudirman No. 571, Bandung, Jawa Barat",0812-661-1561,31.427.883.3-205.871,https://www.satria-digital-661.co.id
32974.1,1717.62,19.2,Vietnam,True,Holding Company,True,6,PT,Suspicious,VIE-PT-HOLDING_COMPANY-177,PT Holding Company Vietnam 177,PT Bumi Manufaktur 662,Teknologi,"Jl. Thamrin No. 572, Surabaya, Jawa Timur",0812-662-1562,32.434.886.4-210.882,https://www.bumi-manufaktur-662.co.id
545595.46,33621.12,16.23,Vietnam,False,Consulting,True,21,Individual,Suspicious,VIE-INDIVIDUAL-CONSULTING-173,Individual Consulting Vietnam 173,PT Arunika Kesehatan 663,Kesehatan,"Jl. Gatot Subroto No. 573, Yogyakarta, DI Yogyakarta",0812-663-1563,33.441.889.5-215.893,https://www.arunika-kesehatan-663.co.id
93389.16,8036.85,11.62,Singapore,False,Manufacturing,False,16,PT,Normal,SGP-PT-MANUFACTURING-107,PT Manufacturing Singapore 107,PT Mandiri Keuangan 664,Keuangan,"Jl. Diponegoro No. 574, Semarang, Jawa Tengah",0812-664-1564,34.448.892.6-220.904,https://www.mandiri-keuangan-664.co.id
19409.02,1307.06,14.85,Indonesia,False,Technology,False,10,PT,Normal,IDN-PT-TECHNOLOGY-049,PT Technology Indonesia 049,PT Samudra Logistik 665,Transportasi,"Jl. Pahlawan No. 575, Denpasar, Bali",0812-665-1565,35.455.895.7-225.915,https://www.samudra-logistik-665.co.id
22577.86,2051.74,11.0,Indonesia,False,Forestry,False,13,PT,Normal,IDN-PT-FORESTRY-045,PT Forestry Indonesia 045,PT Garuda Teknologi 666,Telekomunikasi,"Jl. Asia Afrika No. 576, Makassar, Sulawesi Selatan",0812-666-1566,36.462.898.8-230.926,https://www.garuda-teknologi-666.co.id
17317.97,1564.3,11.07,Indonesia,False,Agriculture,False,12,CV,Normal,IDN-CV-AGRICULTURE-024,CV Agriculture Indonesia 024,PT Sejahtera Agro 667,Agrikultur,"Jl. Kebon Jeruk No. 577, Medan, Sumatera Utara",0812-667-1567,37.469.901.0-235.937,https://www.sejahtera-agro-667.co.id
33182.68,2045.17,16.22,Indonesia,False,Manufacturing,False,17,PT,Normal,IDN-PT-MANUFACTURING-047,PT Manufacturing Indonesia 047,PT Cahaya Mineral 668,Pertambangan,"Jl. Cendana No. 578, Balikpapan, Kalimantan Timur",0812-668-1568,38.476.904.1-240.948,https://www.cahaya-mineral-668.co.id
283169.71,616972.64,0.46,Switzerland,True,Holding Company,False,5,Individual,Red-Flag,SWI-INDIVIDUAL-HOLDING_COMPANY-118,Individual Holding Company Switzerland 118,PT Mekar Elektrik 669,Jasa,"Jl. Melati No. 579, Batam, Kepulauan Riau",0812-669-1569,39.483.907.2-245.959,https://www.mekar-elektrik-669.co.id
11405.09,720.77,15.82,Indonesia,False,Manufacturing,False,14,Ltd.,Normal,IDN-LTD-MANUFACTURING-040,Ltd. Manufacturing Indonesia 040,PT Nusantara Energi 670,Energi,"Jl. Merdeka No. 580, Jakarta Pusat, DKI Jakarta",0812-670-1570,40.490.910.3-250.970,https://www.nusantara-energi-670.co.id
20742.48,1411.21,14.7,Indonesia,False,Forestry,False,17,PT,Normal,IDN-PT-FORESTRY-045,PT Forestry Indonesia 045,PT Satria Digital 671,Manufaktur,"Jl. Sudirman No. 581, Bandung, Jawa Barat",0812-671-1571,41.497.913.4-255.981,https://www.satria-digital-671.co.id
2174236.83,127416.19,17.06,UAE,True,Consulting,True,6,Foundation,Suspicious,UAE-FOUNDATION-CONSULTING-125,Foundation Consulting UAE 125,PT Bumi Manufaktur 672,Teknologi,"Jl. Thamrin No. 582, Surabaya, Jawa Timur",0812-672-1572,42.504.916.5-260.992,https://www.bumi-manufaktur-672.co.id
50799.55,2750.32,18.47,Indonesia,True,Manufacturing,False,16,PT,Normal,IDN-PT-MANUFACTURING-047,PT Manufacturing Indonesia 047,PT Arunika Kesehatan 673,Kesehatan,"Jl. Gatot Subroto No. 583, Yogyakarta, DI Yogyakarta",0812-673-1573,43.511.919.6-265.103,https://www.arunika-kesehatan-673.co.id
13650.61,860.95,15.86,Indonesia,True,Energy,False,15,CV,Normal,IDN-CV-ENERGY-025,CV Energy Indonesia 025,PT Mandiri Keuangan 674,Keuangan,"Jl. Diponegoro No. 584, Semarang, Jawa Tengah",0812-674-1574,44.518.922.7-270.114,https://www.mandiri-keuangan-674.co.id
25912097.74,104828227.59,0.25,Cayman Islands,True,Luxury Goods,True,3,Individual,Red-Flag,CAY-INDIVIDUAL-LUXURY_GOODS-006,Individual Luxury Goods Cayman Islands 006,PT Samudra Logistik 675,Transportasi,"Jl. Pahlawan No. 585, Denpasar, Bali",0812-675-1575,45.525.925.8-275.125,https://www.samudra-logistik-675.co.id
16555.39,,15.28,Indonesia,False,,False,11,,Normal,IDN-UNKNOWN-UNKNOWN-056,Unknown Unknown Indonesia 056,PT Garuda Teknologi 676,Telekomunikasi,"Jl. Asia Afrika No. 586, Makassar, Sulawesi Selatan",0812-676-1576,46.532.928.0-280.136,https://www.garuda-teknologi-676.co.id
9685.23,703.31,13.77,Indonesia,False,Technology,False,9,PT,Normal,IDN-PT-TECHNOLOGY-049,PT Technology Indonesia 049,PT Sejahtera Agro 677,Agrikultur,"Jl. Kebon Jeruk No. 587, Medan, Sumatera Utara",0812-677-1577,47.539.931.1-285.147,https://www.sejahtera-agro-677.co.id
14855.36,1132.85,13.11,Indonesia,False,Manufacturing,False,13,PT,Normal,IDN-PT-MANUFACTURING-047,PT Manufacturing Indonesia 047,PT Cahaya Mineral 678,Pertambangan,"Jl. Cendana No. 588, Balikpapan, Kalimantan Timur",0812-678-1578,48.546.934.2-290.158,https://www.cahaya-mineral-678.co.id
11148.62,1051.83,10.6,Indonesia,False,Manufacturing,False,12,PT,Normal,IDN-PT-MANUFACTURING-047,PT Manufacturing Indonesia 047,PT Mekar Elektrik 679,Jasa,"Jl. Melati No. 589, Batam, Kepulauan Riau",0812-679-1579,49.553.937.3-295.169,https://www.mekar-elektrik-679.co.id
15710.49,1009.5,15.56,Indonesia,False,Energy,False,17,PT,Normal,IDN-PT-ENERGY-044,PT Energy Indonesia 044,PT Nusantara Energi 680,Energi,"Jl. Merdeka No. 590, Jakarta Pusat, DKI Jakarta",0812-680-1580,50.560.940.4-300.180,https://www.nusantara-energi-680.co.id
36225.91,3502.04,10.34,UK,False,Technology,False,11,CV,Normal,UK-CV-TECHNOLOGY-143,CV Technology UK 143,PT Satria Digital 681,Manufaktur,"Jl. Sudirman No. 591, Bandung, Jawa Barat",0812-681-1581,51.567.943.5-305.191,https://www.satria-digital-681.co.id
2462.62,158.06,15.58,Indonesia,False,Real Estate,False,21,PT,Suspicious,IDN-PT-REAL_ESTATE-048,PT Real Estate Indonesia 048,PT Bumi Manufaktur 682,Teknologi,"Jl. Thamrin No. 592, Surabaya, Jawa Timur",0812-682-1582,52.574.946.6-310.202,https://www.bumi-manufaktur-682.co.id
335909.88,31880.79,10.54,Singapore,False,Holding Company,False,6,PT,Suspicious,SGP-PT-HOLDING_COMPANY-106,PT Holding Company Singapore 106,PT Arunika Kesehatan 683,Kesehatan,"Jl. Gatot Subroto No. 593, Yogyakarta, DI Yogyakarta",0812-683-1583,53.581.949.7-315.213,https://www.arunika-kesehatan-683.co.id
16510.74,1337.55,12.34,UAE,False,Technology,False,21,Foundation,Suspicious,UAE-FOUNDATION-TECHNOLOGY-129,Foundation Technology UAE 129,PT Mandiri Keuangan 684,Keuangan,"Jl. Diponegoro No. 594, Semarang, Jawa Tengah",0812-684-1584,54.588.952.8-320.224,https://www.mandiri-keuangan-684.co.id
19113.28,1190.81,16.05,Singapore,False,Energy,False,11,CV,Normal,SGP-CV-ENERGY-087,CV Energy Singapore 087,PT Samudra Logistik 685,Transportasi,"Jl. Pahlawan No. 595, Denpasar, Bali",0812-685-1585,55.595.955.0-325.235,https://www.samudra-logistik-685.co.id
24150.95,,13.85,UK,False,,False,10,,Normal,UK-UNKNOWN-UNKNOWN-152,Unknown Unknown UK 152,PT Garuda Teknologi 686,Telekomunikasi,"Jl. Asia Afrika No. 596, Makassar, Sulawesi Selatan",0812-686-1586,56.602.958.1-330.246,https://www.garuda-teknologi-686.co.id
8600.48,467.46,18.4,Indonesia,False,Energy,False,12,Ltd.,Normal,IDN-LTD-ENERGY-038,Ltd. Energy Indonesia 038,PT Sejahtera Agro 687,Agrikultur,"Jl. Kebon Jeruk No. 597, Medan, Sumatera Utara",0812-687-1587,57.609.961.2-335.257,https://www.sejahtera-agro-687.co.id
23276.41,1399.19,16.64,Indonesia,True,Energy,False,16,PT,Normal,IDN-PT-ENERGY-044,PT Energy Indonesia 044,PT Cahaya Mineral 688,Pertambangan,"Jl. Cendana No. 598, Balikpapan, Kalimantan Timur",0812-688-1588,58.616.964.3-340.268,https://www.cahaya-mineral-688.co.id
44464.42,3784.91,11.75,Indonesia,False,Agriculture,False,9,PT,Normal,IDN-PT-AGRICULTURE-042,PT Agriculture Indonesia 042,PT Mekar Elektrik 689,Jasa,"Jl. Melati No. 599, Batam, Kepulauan Riau",0812-689-1589,59.623.967.4-345.279,https://www.mekar-elektrik-689.co.id
3517.97,207.31,16.97,USA,True,Manufacturing,False,15,PT,Normal,USA-PT-MANUFACTURING-165,PT Manufacturing USA 165,PT Nusantara Energi 690,Energi,"Jl. Merdeka No. 600, Jakarta Pusat, DKI Jakarta",0812-690-1590,60.630.970.5-350.290,https://www.nusantara-energi-690.co.id
263142.33,10567.22,24.9,Indonesia,False,Consulting,False,6,Individual,Suspicious,IDN-INDIVIDUAL-CONSULTING-033,Individual Consulting Indonesia 033,PT Satria Digital 691,Manufaktur,"Jl. Sudirman No. 601, Bandung, Jawa Barat",0812-691-1591,61.637.973.6-355.301,https://www.satria-digital-691.co.id
21882.78,1351.02,16.2,UK,True,Energy,False,17,PT,Normal,UK-PT-ENERGY-145,PT Energy UK 145,PT Bumi Manufaktur 692,Teknologi,"Jl. Thamrin No. 602, Surabaya, Jawa Timur",0812-692-1592,62.644.976.7-360.312,https://www.bumi-manufaktur-692.co.id
104785.2,4654.95,22.51,UAE,True,Real Estate,False,7,Foundation,Suspicious,UAE-FOUNDATION-REAL_ESTATE-128,Foundation Real Estate UAE 128,PT Arunika Kesehatan 693,Kesehatan,"Jl. Gatot Subroto No. 603, Yogyakarta, DI Yogyakarta",0812-693-1593,63.651.979.8-365.323,https://www.arunika-kesehatan-693.co.id
881796.47,76354.04,11.55,Vietnam,True,Consulting,True,19,PT,Suspicious,VIE-PT-CONSULTING-176,PT Consulting Vietnam 176,PT Mandiri Keuangan 694,Keuangan,"Jl. Diponegoro No. 604, Semarang, Jawa Tengah",0812-694-1594,64.658.982.0-370.334,https://www.mandiri-keuangan-694.co.id
26914.13,1966.96,13.68,Indonesia,False,Forestry,False,11,PT,Normal,IDN-PT-FORESTRY-045,PT Forestry Indonesia 045,PT Samudra Logistik 695,Transportasi,"Jl. Pahlawan No. 605, Denpasar, Bali",0812-695-1595,65.665.985.1-375.345,https://www.samudra-logistik-695.co.id
270850.2,13944.21,19.42,Indonesia,False,Technology,False,16,CV,Normal,IDN-CV-TECHNOLOGY-028,CV Technology Indonesia 028,PT Garuda Teknologi 696,Telekomunikasi,"Jl. Asia Afrika No. 606, Makassar, Sulawesi Selatan",0812-696-1596,66.672.988.2-380.356,https://www.garuda-teknologi-696.co.id
35251.31,2780.85,12.68,Indonesia,False,Manufacturing,False,13,CV,Normal,IDN-CV-MANUFACTURING-027,CV Manufacturing Indonesia 027,PT Sejahtera Agro 697,Agrikultur,"Jl. Kebon Jeruk No. 607, Medan, Sumatera Utara",0812-697-1597,67.679.991.3-385.367,https://www.sejahtera-agro-697.co.id
34132.19,2243.89,15.21,USA,True,Forestry,False,10,PT,Normal,USA-PT-FORESTRY-164,PT Forestry USA 164,PT Cahaya Mineral 698,Pertambangan,"Jl. Cendana No. 608, Balikpapan, Kalimantan Timur",0812-698-1598,68.686.994.4-390.378,https://www.cahaya-mineral-698.co.id
1210554.5,66553.84,18.19,Singapore,True,Real Estate,True,21,PT,Suspicious,SGP-PT-REAL_ESTATE-108,PT Real Estate Singapore 108,PT Mekar Elektrik 699,Jasa,"Jl. Melati No. 609, Batam, Kepulauan Riau",0812-699-1599,69.693.997.5-395.389,https://www.mekar-elektrik-699.co.id
7357.38,586.2,12.55,Singapore,False,Technology,False,15,PT,Normal,SGP-PT-TECHNOLOGY-109,PT Technology Singapore 109,PT Nusantara Energi 700,Energi,"Jl. Merdeka No. 610, Jakarta Pusat, DKI Jakarta",0812-700-1600,70.700.100.6-400.400,https://www.nusantara-energi-700.co.id
46277.57,3923.94,11.79,Singapore,False,Energy,False,15,PT,Normal,SGP-PT-ENERGY-104,PT Energy Singapore 104,PT Satria Digital 701,Manufaktur,"Jl. Sudirman No. 611, Bandung, Jawa Barat",0812-701-1601,71.707.103.7-405.411,https://www.satria-digital-701.co.id
8201.23,816.75,10.04,Indonesia,False,Technology,False,17,CV,Normal,IDN-CV-TECHNOLOGY-028,CV Technology Indonesia 028,PT Bumi Manufaktur 702,Teknologi,"Jl. Thamrin No. 612, Surabaya, Jawa Timur",0812-702-1602,72.714.106.8-410.422,https://www.bumi-manufaktur-702.co.id
30957.35,2508.04,12.34,Indonesia,False,Manufacturing,False,10,PT,Normal,IDN-PT-MANUFACTURING-047,PT Manufacturing Indonesia 047,PT Arunika Kesehatan 703,Kesehatan,"Jl. Gatot Subroto No. 613, Yogyakarta, DI Yogyakarta",0812-703-1603,73.721.109.0-415.433,https://www.arunika-kesehatan-703.co.id
117403.11,7065.66,16.62,Indonesia,False,Energy,False,15,CV,Normal,IDN-CV-ENERGY-025,CV Energy Indonesia 025,PT Mandiri Keuangan 704,Keuangan,"Jl. Diponegoro No. 614, Semarang, Jawa Tengah",0812-704-1604,74.728.112.1-420.444,https://www.mandiri-keuangan-704.co.id
667910.86,1451490.16,0.46,Panama,True,Holding Company,True,0,Foundation,Red-Flag,PAN-FOUNDATION-HOLDING_COMPANY-075,Foundation Holding Company Panama 075,PT Samudra Logistik 705,Transportasi,"Jl. Pahlawan No. 615, Denpasar, Bali",0812-705-1605,75.735.115.2-425.455,https://www.samudra-logistik-705.co.id
214682.45,11007.07,19.5,Indonesia,False,Forestry,False,17,PT,Normal,IDN-PT-FORESTRY-045,PT Forestry Indonesia 045,PT Garuda Teknologi 706,Telekomunikasi,"Jl. Asia Afrika No. 616, Makassar, Sulawesi Selatan",0812-706-1606,76.742.118.3-430.466,https://www.garuda-teknologi-706.co.id
9362.29,566.1,16.54,Indonesia,False,Manufacturing,False,14,Ltd.,Normal,IDN-LTD-MANUFACTURING-040,Ltd. Manufacturing Indonesia 040,PT Sejahtera Agro 707,Agrikultur,"Jl. Kebon Jeruk No. 617, Medan, Sumatera Utara",0812-707-1607,77.749.121.4-435.477,https://www.sejahtera-agro-707.co.id
97980.39,5843.98,16.77,Indonesia,True,Manufacturing,False,9,PT,Normal,IDN-PT-MANUFACTURING-047,PT Manufacturing Indonesia 047,PT Cahaya Mineral 708,Pertambangan,"Jl. Cendana No. 618, Balikpapan, Kalimantan Timur",0812-708-1608,78.756.124.5-440.488,https://www.cahaya-mineral-708.co.id
29950.06,1551.09,19.31,Malaysia,False,Energy,False,14,PT,Normal,MYS-PT-ENERGY-068,PT Energy Malaysia 068,PT Mekar Elektrik 709,Jasa,"Jl. Melati No. 619, Batam, Kepulauan Riau",0812-709-1609,79.763.127.6-445.499,https://www.mekar-elektrik-709.co.id
15307.89,982.0,15.59,Indonesia,False,Energy,False,10,CV,Normal,IDN-CV-ENERGY-025,CV Energy Indonesia 025,PT Nusantara Energi 710,Energi,"Jl. Merdeka No. 620, Jakarta Pusat, DKI Jakarta",0812-710-1610,80.770.130.7-450.510,https://www.nusantara-energi-710.co.id
30154.61,2059.62,14.64,Malaysia,False,Agriculture,False,14,Ltd.,Normal,MYS-LTD-AGRICULTURE-062,Ltd. Agriculture Malaysia 062,PT Satria Digital 711,Manufaktur,"Jl. Sudirman No. 621, Bandung, Jawa Barat",0812-711-1611,81.777.133.8-455.521,https://www.satria-digital-711.co.id
589779.85,26989.35,21.85,Indonesia,True,Holding Company,True,22,PT.,Suspicious,IDN-PT-HOLDING_COMPANY-053,PT. Holding Company Indonesia 053,PT Bumi Manufaktur 712,Teknologi,"Jl. Thamrin No. 622, Surabaya, Jawa Timur",0812-712-1612,82.784.136.0-460.532,https://www.bumi-manufaktur-712.co.id
18631.44,866.52,21.5,China,False,Consulting,True,18,Individual,Suspicious,CHN-INDIVIDUAL-CONSULTING-015,Individual Consulting China 015,PT Arunika Kesehatan 713,Kesehatan,"Jl. Gatot Subroto No. 623, Yogyakarta, DI Yogyakarta",0812-713-1613,83.791.139.1-465.543,https://www.arunika-kesehatan-713.co.id
46389.08,2160.82,21.47,Vietnam,True,Real Estate,True,6,Foundation,Suspicious,VIE-FOUNDATION-REAL_ESTATE-171,Foundation Real Estate Vietnam 171,PT Mandiri Keuangan 714,Keuangan,"Jl. Diponegoro No. 624, Semarang, Jawa Tengah",0812-714-1614,84.798.142.2-470.554,https://www.mandiri-keuangan-714.co.id
4919.85,266.13,18.49,Malaysia,False,Energy,False,9,PT,Normal,MYS-PT-ENERGY-068,PT Energy Malaysia 068,PT Samudra Logistik 715,Transportasi,"Jl. Pahlawan No. 625, Denpasar, Bali",0812-715-1615,85.805.145.3-475.565,https://www.samudra-logistik-715.co.id
45160986.93,302963598.95,0.15,Panama,True,Holding Company,True,1,LLC,Red-Flag,PAN-LLC-HOLDING_COMPANY-082,LLC Holding Company Panama 082,PT Garuda Teknologi 716,Telekomunikasi,"Jl. Asia Afrika No. 626, Makassar, Sulawesi Selatan",0812-716-1616,86.812.148.4-480.576,https://www.garuda-teknologi-716.co.id
10749.01,561.2,19.15,Malaysia,False,Forestry,False,16,PT,Normal,MYS-PT-FORESTRY-069,PT Forestry Malaysia 069,PT Sejahtera Agro 717,Agrikultur,"Jl. Kebon Jeruk No. 627, Medan, Sumatera Utara",0812-717-1617,87.819.151.5-485.587,https://www.sejahtera-agro-717.co.id
15658266.43,58254866.69,0.27,Switzerland,True,Holding Company,True,2,Foundation,Red-Flag,SWI-FOUNDATION-HOLDING_COMPANY-116,Foundation Holding Company Switzerland 116,PT Cahaya Mineral 718,Pertambangan,"Jl. Cendana No. 628, Balikpapan, Kalimantan Timur",0812-718-1618,88.826.154.6-490.598,https://www.cahaya-mineral-718.co.id
29443.31,2553.06,11.53,Singapore,False,Energy,False,11,PT,Normal,SGP-PT-ENERGY-104,PT Energy Singapore 104,PT Mekar Elektrik 719,Jasa,"Jl. Melati No. 629, Batam, Kepulauan Riau",0812-719-1619,89.833.157.7-495.609,https://www.mekar-elektrik-719.co.id
